Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ52,OUT046,2590.0
DRG01,OUT017,1332.0
FDP52,OUT013,3720.0
FDU58,OUT017,3086.0
FDL02,OUT045,1650.0
FDG28,OUT013,3920.0
FDA19,OUT035,2206.0
FDW46,OUT027,2614.0
NCD43,OUT049,1750.0
DRG39,OUT013,884.0
NCF55,OUT049,702.0
FDJ07,OUT046,1926.0
FDE08,OUT046,2414.0
FDP56,OUT019,-1034.0
FDT45,OUT045,810.0
FDF17,OUT018,2794.0
FDX44,OUT046,1446.0
FDM28,OUT027,4350.0
FDI36,OUT049,3286.0
FDS07,OUT045,1766.0
FDD36,OUT045,1818.0
FDW11,OUT046,1022.0
FDN40,OUT049,2566.0
NCQ18,OUT049,1646.0
NCQ54,OUT017,2704.0
NCS42,OUT045,1366.0
DRH39,OUT010,-700.0
FDC09,OUT027,3206.0
FDT08,OUT010,486.0
FDC08,OUT035,3734.0
FDT20,OUT017,724.0
FDS35,OUT035,1190.0
FDX58,OUT018,2598.0
FDW58,OUT046,1742.0
DRD27,OUT046,1622.0
FDH32,OUT019,-298.0
FDS26,OUT035,4286.0
FDQ31,OUT046,1470.0
FDP11,OUT018,3174.0
FDD58,OUT017,1686.0
FDM33,OUT045,3370.0
FDZ16,OUT049,3230.0
NCS29,OUT010,2214.0
NCM18,OUT019,-918.0
FDP11,OUT049,3582.0
NCC42,OUT017,2304.0
DRM23,OUT046,2750.0
NCN55,OUT027,5234.0
FDK46,OUT013,4104.0
FDR01,OUT046,3206.0
NCA05,OUT045,2286.0
NCP43,OUT017,2880.0
FDR12,OUT010,834.0
FDQ01,OUT013,4096.0
FDM13,OUT046,2118.0
FDQ19,OUT017,3964.0
FDK56,OUT019,1062.0
NCX06,OUT010,954.0
FDO56,OUT027,3438.0
FDU45,OUT045,1774.0
FDI16,OUT019,-942.0
FDL32,OUT046,1862.0
FDA07,OUT046,2046.0
FDA14,OUT045,2270.0
FDV46,OUT027,3734.0
NCO07,OUT035,3486.0
NCP41,OUT046,1702.0
FDY60,OUT018,2010.0
FDN38,OUT017,4076.0
FDO15,OUT046,1294.0
FDT60,OUT013,1984.0
FDA55,OUT035,3730.0
FDE02,OUT010,-406.0
DRJ39,OUT049,3606.0
FDV34,OUT035,1410.0
FDS20,OUT027,4422.0
FDF02,OUT027,3142.0
FDW40,OUT017,2398.0
NCB43,OUT046,2942.0
FDR58,OUT017,1556.0
DRJ59,OUT035,822.0
NCD30,OUT017,1648.0
FDE14,OUT017,1706.0
FDC28,OUT018,1442.0
FDU16,OUT018,1110.0
NCD19,OUT035,1046.0
FDU21,OUT046,670.0
FDV59,OUT027,4934.0
FDU03,OUT045,2846.0
FDC33,OUT010,1270.0
NCR42,OUT035,710.0
DRH59,OUT035,1362.0
NCM31,OUT035,2378.0
FDS50,OUT035,3662.0
FDP39,OUT046,894.0
FDQ55,OUT013,1944.0
FDV36,OUT019,142.0
FDI05,OUT027,2766.0
FDS45,OUT027,3254.0
FDA39,OUT045,590.0
FDC37,OUT010,-166.0
FDJ60,OUT027,4174.0
DRQ35,OUT046,1982.0
NCJ06,OUT046,1918.0
NCY42,OUT018,1978.0
DRM37,OUT049,3214.0
FDR14,OUT045,766.0
FDE51,OUT049,886.0
FDT33,OUT017,2774.0
FDR08,OUT013,1840.0
FDE36,OUT010,714.0
FDL22,OUT019,-394.0
FDR44,OUT013,2160.0
FDI56,OUT019,-426.0
FDE47,OUT010,114.0
FDV27,OUT010,-426.0
FDV10,OUT049,854.0
FDC40,OUT045,1234.0
NCX41,OUT013,3332.0
NCQ38,OUT027,3154.0
FDV12,OUT027,3150.0
FDE52,OUT017,1554.0
FDG20,OUT027,4326.0
FDV16,OUT027,2110.0
FDI32,OUT017,1898.0
FDJ32,OUT049,1134.0
FDN39,OUT018,2438.0
FDY34,OUT017,2788.0
FDC14,OUT035,886.0
FDA55,OUT017,3674.0
FDZ50,OUT010,998.0
DRG13,OUT049,2742.0
FDP01,OUT013,2504.0
NCG54,OUT017,2784.0
FDM13,OUT045,2034.0
NCO18,OUT027,4298.0
NCW41,OUT013,2492.0
FDM52,OUT027,3862.0
NCF55,OUT035,718.0
FDT09,OUT046,2174.0
NCM19,OUT035,1890.0
FDW12,OUT018,2086.0
FDP15,OUT019,2174.0
FDK36,OUT045,742.0
FDZ25,OUT035,2918.0
NCW06,OUT049,3150.0
FDW60,OUT046,2902.0
DRC49,OUT013,2332.0
NCT17,OUT035,3118.0
NCN06,OUT018,2274.0
FDC45,OUT013,2728.0
DRJ47,OUT019,854.0
NCF06,OUT045,3970.0
FDE21,OUT010,-26.0
DRG27,OUT013,700.0
FDW40,OUT049,2406.0
NCO53,OUT046,2902.0
FDE23,OUT049,902.0
FDQ16,OUT046,1774.0
FDS26,OUT045,4018.0
FDZ13,OUT010,-1106.0
FDS14,OUT049,2606.0
FDC10,OUT045,1866.0
FDY16,OUT049,3086.0
FDJ20,OUT035,2186.0
FDV43,OUT035,862.0
FDZ32,OUT027,3238.0
FDR23,OUT046,2798.0
FDN24,OUT035,1014.0
FDE34,OUT027,4390.0
FDU31,OUT013,3520.0
FDW33,OUT018,1422.0
FDU26,OUT046,1950.0
FDE20,OUT027,4238.0
NCW05,OUT035,1798.0
FDB22,OUT018,2110.0
FDO56,OUT046,1926.0
FDA19,OUT027,3574.0
DRI39,OUT045,834.0
FDH52,OUT018,734.0
FDZ50,OUT035,3078.0
NCN42,OUT035,2466.0
FDB53,OUT013,2384.0
DRG11,OUT017,1824.0
DRK11,OUT027,3866.0
FDQ60,OUT017,2070.0
FDT36,OUT017,658.0
DRG25,OUT018,2638.0
DRJ23,OUT046,3038.0
FDG05,OUT035,2694.0
NCK06,OUT018,1614.0
FDU52,OUT017,2542.0
FDW07,OUT018,1154.0
NCM17,OUT045,638.0
FDA22,OUT045,2598.0
NCA41,OUT018,2746.0
FDF38,OUT035,894.0
FDH52,OUT046,1086.0
FDY58,OUT019,1718.0
FDZ16,OUT045,3038.0
NCM18,OUT017,1060.0
FDA22,OUT018,2346.0
NCJ43,OUT035,2914.0
FDI34,OUT027,5166.0
FDG56,OUT046,1062.0
FDS34,OUT046,1910.0
DRC01,OUT035,1018.0
FDQ04,OUT035,810.0
FDK04,OUT035,1106.0
FDT51,OUT049,1926.0
FDV26,OUT017,3230.0
FDS04,OUT049,2390.0
FDW43,OUT018,3354.0
FDQ28,OUT010,570.0
NCK06,OUT017,1996.0
FDS23,OUT018,1766.0
FDZ36,OUT019,1146.0
FDE56,OUT018,746.0
FDW10,OUT027,4270.0
NCN14,OUT045,2826.0
NCQ18,OUT045,1458.0
FDW08,OUT017,1784.0
FDU43,OUT035,3918.0
FDR33,OUT010,-166.0
FDM24,OUT010,514.0
NCZ05,OUT046,1646.0
NCV41,OUT035,1922.0
FDV11,OUT018,2498.0
NCY05,OUT035,742.0
FDV44,OUT018,2734.0
FDW32,OUT049,1518.0
NCU18,OUT027,3738.0
NCC43,OUT035,4070.0
FDW19,OUT013,1856.0
FDN31,OUT035,3182.0
FDI48,OUT045,806.0
FDS24,OUT017,1578.0
FDF46,OUT049,1958.0
DRG23,OUT017,2488.0
FDG14,OUT018,2146.0
NCY30,OUT049,2934.0
FDO28,OUT018,1658.0
DRD24,OUT035,2414.0
FDI33,OUT049,1574.0
FDN32,OUT046,2974.0
FDR16,OUT045,3322.0
FDF26,OUT046,2510.0
NCN29,OUT018,490.0
FDE20,OUT045,2650.0
FDA46,OUT046,3062.0
FDU28,OUT045,2938.0
FDQ48,OUT045,1570.0
FDV36,OUT013,2088.0
FDR14,OUT018,558.0
FDP23,OUT017,3514.0
FDP56,OUT013,880.0
FDK48,OUT010,-670.0
FDR48,OUT046,2438.0
NCY29,OUT049,1030.0
FDM22,OUT018,630.0
DRJ01,OUT013,2596.0
FDZ43,OUT045,3818.0
FDV03,OUT035,2606.0
FDX11,OUT027,4406.0
NCA41,OUT027,4530.0
FDE38,OUT017,2742.0
FDI27,OUT018,506.0
FDN32,OUT013,2944.0
NCN43,OUT017,2000.0
FDB47,OUT027,4774.0
FDV03,OUT017,2558.0
NCN30,OUT045,1478.0
NCV54,OUT010,-18.0
FDV07,OUT013,1800.0
FDP07,OUT049,3246.0
FDK48,OUT018,906.0
FDM15,OUT019,586.0
FDY19,OUT027,3390.0
FDK46,OUT046,4118.0
FDY11,OUT045,1050.0
FDH09,OUT046,894.0
FDO08,OUT027,4158.0
FDU14,OUT013,3984.0
FDD22,OUT027,3302.0
FDM27,OUT017,2606.0
FDL02,OUT027,3230.0
NCA17,OUT035,2466.0
FDE38,OUT019,758.0
NCG07,OUT049,3078.0
DRC27,OUT013,3916.0
FDA27,OUT035,4214.0
FDW40,OUT045,2218.0
DRI11,OUT013,1876.0
FDN50,OUT046,1598.0
FDR12,OUT046,2782.0
FDT34,OUT027,3158.0
FDW11,OUT035,1162.0
NCO30,OUT027,4378.0
FDZ34,OUT017,3158.0
FDU45,OUT017,1938.0
NCD42,OUT035,754.0
FDX25,OUT045,2798.0
NCR29,OUT046,926.0
FDX43,OUT019,814.0
FDB04,OUT010,-478.0
FDR49,OUT027,2262.0
FDS39,OUT018,1970.0
FDW58,OUT045,1638.0
FDG22,OUT019,-1182.0
FDG31,OUT017,1118.0
NCV53,OUT027,5250.0
DRJ37,OUT035,2530.0
FDV07,OUT035,1922.0
FDW52,OUT018,2386.0
FDT15,OUT045,2894.0
FDD02,OUT018,1610.0
FDM16,OUT035,1390.0
NCE55,OUT046,2766.0
FDB57,OUT018,3258.0
FDQ04,OUT013,752.0
FDQ47,OUT019,-1278.0
FDY14,OUT019,2294.0
DRK37,OUT017,3064.0
FDO25,OUT017,3390.0
FDL57,OUT046,4158.0
NCK29,OUT018,1630.0
FDK46,OUT027,5606.0
NCB43,OUT010,978.0
DRE01,OUT027,5274.0
FDC46,OUT018,2630.0
FDQ23,OUT045,1610.0
FDX38,OUT049,982.0
FDG60,OUT018,3434.0
FDW55,OUT017,4032.0
FDP39,OUT013,864.0
FDB20,OUT018,986.0
FDV21,OUT017,2074.0
FDZ02,OUT013,1632.0
FDP19,OUT027,3534.0
FDA38,OUT035,3978.0
FDH22,OUT045,1938.0
DRM11,OUT045,4038.0
FDO12,OUT027,4590.0
FDT14,OUT049,2062.0
FDW34,OUT010,1930.0
FDG04,OUT027,4494.0
FDW59,OUT018,1090.0
FDR33,OUT018,1462.0
FDP32,OUT013,2088.0
FDL13,OUT027,5206.0
FDD22,OUT013,1848.0
FDV40,OUT027,2678.0
NCD55,OUT046,702.0
FDQ20,OUT010,-1206.0
FDD28,OUT045,882.0
FDC39,OUT045,3210.0
NCR17,OUT049,1974.0
DRO35,OUT018,1562.0
FDF40,OUT049,4094.0
FDR31,OUT018,2050.0
NCQ41,OUT017,3152.0
FDP38,OUT046,862.0
NCU54,OUT027,4762.0
FDG22,OUT018,346.0
DRK59,OUT013,3716.0
FDC37,OUT046,1742.0
NCO42,OUT013,2324.0
NCT42,OUT017,2448.0
FDX27,OUT035,1690.0
FDV40,OUT018,922.0
FDT45,OUT027,2406.0
FDS47,OUT019,-466.0
FDR45,OUT035,3914.0
FDB03,OUT045,3726.0
FDO49,OUT035,1058.0
FDU60,OUT027,4190.0
FDB26,OUT018,610.0
FDB46,OUT017,3494.0
FDQ37,OUT019,1222.0
FDN03,OUT017,4074.0
NCX30,OUT045,3818.0
FDK32,OUT019,618.0
DRM47,OUT013,3068.0
NCO02,OUT046,1086.0
FDP04,OUT013,1096.0
NCO43,OUT049,1710.0
FDD59,OUT013,1384.0
FDQ10,OUT017,2816.0
FDW45,OUT035,2510.0
NCK30,OUT049,4118.0
FDU31,OUT018,3150.0
NCQ17,OUT019,538.0
FDN01,OUT017,2870.0
FDZ19,OUT049,2886.0
DRG37,OUT017,2560.0
FDE32,OUT045,574.0
FDO34,OUT049,2790.0
FDM04,OUT019,-974.0
FDZ25,OUT049,2870.0
FDU08,OUT049,1718.0
NCW30,OUT045,3974.0
NCM18,OUT013,988.0
FDS22,OUT035,902.0
NCH18,OUT017,3920.0
FDC23,OUT013,2872.0
FDY46,OUT013,2992.0
NCU06,OUT046,3614.0
FDX57,OUT045,1550.0
FDX36,OUT027,5070.0
FDL16,OUT045,686.0
FDT16,OUT010,2234.0
FDN16,OUT018,1390.0
FDC03,OUT046,3166.0
DRF60,OUT013,3788.0
FDS27,OUT027,4630.0
FDP33,OUT010,2098.0
FDJ36,OUT018,1350.0
NCR42,OUT013,548.0
FDV14,OUT017,1486.0
NCP42,OUT035,3210.0
FDB50,OUT027,2758.0
NCC30,OUT027,4266.0
FDA23,OUT018,1338.0
FDW16,OUT017,1600.0
FDQ52,OUT010,1974.0
FDB58,OUT049,2446.0
NCP29,OUT049,1142.0
NCM05,OUT045,4050.0
FDO25,OUT013,3352.0
NCM54,OUT046,2038.0
NCL54,OUT046,2742.0
FDL39,OUT010,994.0
FDF53,OUT018,2598.0
NCQ42,OUT035,2158.0
FDF58,OUT013,1072.0
FDZ04,OUT035,1198.0
FDE26,OUT019,406.0
FDS60,OUT017,2938.0
FDV58,OUT017,3202.0
FDM04,OUT045,818.0
FDE08,OUT035,2486.0
NCB43,OUT049,3038.0
FDU11,OUT010,6.0
FDF22,OUT019,1494.0
FDE24,OUT013,2280.0
DRJ49,OUT046,2118.0
NCQ53,OUT035,3838.0
NCL41,OUT013,604.0
FDR22,OUT013,1856.0
FDH04,OUT035,1678.0
DRH15,OUT045,634.0
FDY40,OUT049,966.0
NCI17,OUT035,1674.0
NCC18,OUT013,2724.0
FDY28,OUT027,4862.0
FDB45,OUT027,3174.0
NCL30,OUT018,1698.0
FDM10,OUT017,3446.0
FDH22,OUT027,3526.0
NCZ53,OUT017,3064.0
NCI18,OUT013,3516.0
FDH14,OUT027,3798.0
FDR36,OUT027,2254.0
FDW01,OUT045,2338.0
FDK02,OUT027,3406.0
FDJ02,OUT018,2090.0
FDU55,OUT013,4144.0
NCV18,OUT027,2818.0
FDH14,OUT018,1958.0
FDZ37,OUT045,1402.0
FDX49,OUT049,3814.0
NCD43,OUT046,1678.0
FDZ07,OUT013,1072.0
FDK43,OUT035,2174.0
FDR32,OUT018,3358.0
FDT39,OUT013,2496.0
NCV54,OUT017,1976.0
FDF38,OUT018,454.0
FDV60,OUT046,3182.0
FDH44,OUT027,3846.0
FDS21,OUT046,1078.0
NCL41,OUT045,502.0
FDM46,OUT017,1582.0
FDU27,OUT045,770.0
NCJ54,OUT017,3728.0
DRG51,OUT018,2338.0
NCA29,OUT019,818.0
FDR47,OUT045,2998.0
NCL19,OUT027,3722.0
DRG01,OUT049,1350.0
FDG10,OUT046,1030.0
NCV05,OUT049,2518.0
NCH18,OUT019,1954.0
FDV14,OUT018,1110.0
DRJ23,OUT035,3154.0
DRJ11,OUT046,2982.0
FDZ03,OUT017,3064.0
FDI27,OUT010,-1110.0
FDJ14,OUT018,1070.0
FDU32,OUT017,2022.0
FDD47,OUT027,4230.0
DRF36,OUT035,3158.0
FDM21,OUT046,4102.0
FDV10,OUT018,466.0
FDH60,OUT018,2822.0
FDX47,OUT010,614.0
FDT19,OUT019,914.0
FDO11,OUT045,3926.0
FDH24,OUT027,4014.0
FDL02,OUT018,1466.0
FDB02,OUT049,2950.0
FDA43,OUT046,3118.0
FDG52,OUT045,702.0
DRC12,OUT013,3028.0
FDY37,OUT018,2014.0
NCU18,OUT045,2146.0
FDU09,OUT035,1110.0
DRJ25,OUT027,2290.0
DRE12,OUT018,1506.0
DRL47,OUT017,2080.0
DRK01,OUT046,1566.0
FDC22,OUT019,1178.0
FDG44,OUT013,904.0
FDW04,OUT035,2266.0
FDK09,OUT049,3710.0
NCN43,OUT035,2070.0
FDG04,OUT049,3094.0
FDH32,OUT010,-394.0
DRI47,OUT017,2404.0
DRE15,OUT013,1252.0
FDY11,OUT035,1298.0
FDO60,OUT049,870.0
FDQ20,OUT018,406.0
FDO57,OUT027,4054.0
FDT14,OUT019,74.0
FDA57,OUT049,806.0
DRN35,OUT017,686.0
FDJ03,OUT046,902.0
FDX28,OUT017,1702.0
DRE25,OUT045,1386.0
FDR09,OUT046,4126.0
FDB23,OUT035,3770.0
FDO08,OUT045,2566.0
FDQ23,OUT049,1750.0
FDW04,OUT013,2152.0
DRK13,OUT010,1192.0
NCL17,OUT027,3714.0
FDY21,OUT035,3210.0
FDJ38,OUT027,4526.0
FDA37,OUT019,194.0
FDV43,OUT013,776.0
FDL36,OUT046,1502.0
FDD53,OUT045,622.0
FDZ19,OUT010,870.0
FDV21,OUT045,1918.0
NCL54,OUT018,2414.0
DRI47,OUT027,3794.0
DRG03,OUT049,2590.0
FDG21,OUT013,2440.0
FDW03,OUT018,1430.0
NCI55,OUT046,1942.0
DRC36,OUT019,954.0
FDH22,OUT017,2126.0
FDV20,OUT045,2006.0
NCU41,OUT027,4506.0
FDN46,OUT027,3190.0
FDK50,OUT045,2502.0
NCA05,OUT027,3810.0
DRH01,OUT018,2438.0
FDT08,OUT018,2086.0
FDM08,OUT018,3286.0
FDZ07,OUT035,1174.0
FDS22,OUT017,892.0
FDV35,OUT027,3974.0
FDI28,OUT010,-638.0
FDW58,OUT027,3238.0
FDT52,OUT045,3834.0
FDY34,OUT046,2678.0
FDR10,OUT046,2590.0
FDK57,OUT017,2010.0
FDR02,OUT027,3262.0
FDX49,OUT046,3750.0
FDQ20,OUT046,718.0
DRK23,OUT045,3886.0
NCW06,OUT046,3030.0
FDR31,OUT017,2456.0
NCE43,OUT013,2668.0
DRO59,OUT027,2730.0
FDN09,OUT049,3982.0
FDR11,OUT046,2606.0
FDO57,OUT013,2600.0
NCX18,OUT017,3172.0
FDB05,OUT018,3626.0
FDQ08,OUT018,746.0
NCG43,OUT035,1626.0
FDJ56,OUT013,1648.0
FDA13,OUT010,-1306.0
FDO56,OUT017,1990.0
FDB37,OUT018,3546.0
FDZ02,OUT018,1306.0
FDQ24,OUT046,3966.0
FDM16,OUT013,1280.0
FDU35,OUT049,1718.0
FDT35,OUT035,2862.0
NCX30,OUT049,3998.0
FDG04,OUT017,3062.0
FDI12,OUT035,1574.0
FDE35,OUT035,1178.0
NCP14,OUT027,3146.0
NCY53,OUT045,1658.0
FDP49,OUT017,1034.0
FDQ04,OUT017,794.0
FDM39,OUT035,2986.0
FDO58,OUT019,726.0
FDC56,OUT017,1984.0
NCQ54,OUT046,2662.0
FDV10,OUT027,2246.0
NCK17,OUT046,678.0
NCF55,OUT027,2082.0
FDV33,OUT013,4168.0
NCH29,OUT019,-342.0
FDA37,OUT027,3534.0
FDH46,OUT018,1386.0
FDS25,OUT035,1946.0
FDH04,OUT027,2990.0
FDX52,OUT046,3094.0
NCD42,OUT017,692.0
FDW47,OUT017,2038.0
FDL25,OUT027,3014.0
NCJ06,OUT010,-22.0
FDY09,OUT013,2792.0
FDS40,OUT046,670.0
FDH41,OUT017,3482.0
FDG38,OUT035,1562.0
FDU03,OUT027,4390.0
FDV20,OUT046,2110.0
DRB13,OUT045,2978.0
NCQ30,OUT013,1924.0
NCH06,OUT013,3860.0
FDU50,OUT018,1550.0
NCO42,OUT019,426.0
FDW09,OUT018,1050.0
FDH04,OUT013,1544.0
FDC21,OUT045,1694.0
FDL21,OUT049,846.0
FDM46,OUT010,-434.0
FDT22,OUT019,-882.0
FDB28,OUT035,3282.0
FDI12,OUT018,1166.0
FDA28,OUT045,1982.0
FDF59,OUT013,2072.0
FDM45,OUT027,3478.0
FDQ56,OUT017,1426.0
FDR46,OUT049,2430.0
FDT01,OUT013,3408.0
FDD16,OUT027,2718.0
NCU30,OUT010,614.0
FDM40,OUT010,342.0
FDI56,OUT035,1646.0
NCS30,OUT013,2028.0
FDU08,OUT017,1684.0
FDX51,OUT027,4622.0
FDA43,OUT045,3038.0
FDX59,OUT010,-1334.0
FDC37,OUT018,1414.0
FDP58,OUT013,3480.0
NCY42,OUT035,2390.0
FDF21,OUT018,2746.0
FDU10,OUT027,2182.0
DRL47,OUT018,1694.0
FDA58,OUT018,3450.0
FDJ22,OUT049,3174.0
FDK50,OUT046,2582.0
FDO38,OUT035,1418.0
DRF60,OUT035,3922.0
NCZ42,OUT019,1850.0
FDD35,OUT049,2030.0
FDL25,OUT045,1446.0
FDJ16,OUT013,968.0
DRK59,OUT049,3814.0
FDI50,OUT046,3718.0
NCB19,OUT045,1294.0
DRI37,OUT035,1114.0
FDA14,OUT027,3854.0
FDC08,OUT018,3334.0
FDS45,OUT046,1750.0
FDI21,OUT049,1198.0
DRJ47,OUT035,2906.0
DRE37,OUT027,4474.0
FDT55,OUT018,2258.0
NCG42,OUT027,3522.0
FDA31,OUT049,2822.0
NCW42,OUT046,3502.0
FDF50,OUT017,3166.0
FDK56,OUT049,3062.0
FDX10,OUT035,802.0
NCK07,OUT027,4050.0
FDZ49,OUT017,3618.0
FDR33,OUT013,1784.0
FDO44,OUT018,1482.0
FDA20,OUT046,2982.0
NCL30,OUT045,1934.0
FDI05,OUT019,-638.0
FDQ12,OUT018,3318.0
FDH47,OUT017,1656.0
FDH34,OUT018,2654.0
FDF29,OUT046,2166.0
FDG40,OUT018,298.0
NCE18,OUT017,3984.0
FDP21,OUT010,1126.0
FDY50,OUT013,1448.0
FDB36,OUT049,2222.0
NCZ29,OUT049,2118.0
FDU20,OUT018,1658.0
FDO56,OUT013,1960.0
FDW31,OUT049,3286.0
DRH59,OUT013,1236.0
NCB30,OUT017,3180.0
FDK43,OUT027,3550.0
FDW43,OUT045,3590.0
NCL19,OUT017,2308.0
FDJ27,OUT046,1670.0
FDC45,OUT046,2710.0
FDY40,OUT035,1034.0
NCM41,OUT035,1598.0
NCK18,OUT019,730.0
FDP37,OUT049,2174.0
FDA27,OUT027,5566.0
NCX30,OUT035,4022.0
FDR09,OUT017,4134.0
FDG08,OUT027,4254.0
NCU30,OUT013,2612.0
FDB16,OUT017,1508.0
FDM16,OUT017,1328.0
FDC48,OUT013,1360.0
NCF18,OUT046,2998.0
FDU46,OUT018,1158.0
FDH41,OUT018,3094.0
NCN42,OUT010,378.0
FDU49,OUT046,1494.0
FDB20,OUT027,2766.0
FDG50,OUT019,-402.0
FDW20,OUT045,1886.0
NCO55,OUT049,1830.0
FDX48,OUT046,2526.0
FDU48,OUT046,2150.0
FDR48,OUT019,534.0
FDK27,OUT013,2008.0
FDT35,OUT013,2704.0
FDN12,OUT049,1878.0
NCE31,OUT019,-1334.0
FDL21,OUT017,828.0
FDV56,OUT017,1850.0
FDR16,OUT017,3510.0
NCP41,OUT049,1846.0
FDJ27,OUT013,1696.0
FDA07,OUT017,2090.0
FDK55,OUT049,1566.0
FDM33,OUT049,3598.0
FDY46,OUT046,2990.0
FDD36,OUT046,1918.0
FDB12,OUT027,3158.0
FDF28,OUT019,194.0
NCE07,OUT019,402.0
FDW50,OUT027,4118.0
NCW18,OUT017,3784.0
NCJ17,OUT019,-542.0
DRZ24,OUT010,-8.0
FDS07,OUT035,1986.0
NCW05,OUT010,-254.0
FDZ22,OUT018,1054.0
FDK02,OUT046,1910.0
FDZ45,OUT027,4606.0
FDL25,OUT046,1526.0
FDS08,OUT045,2714.0
NCZ42,OUT027,5178.0
FDX57,OUT035,1750.0
FDF21,OUT046,3070.0
FDJ56,OUT018,1270.0
FDX10,OUT013,680.0
DRG48,OUT035,2454.0
DRN37,OUT046,2670.0
NCY41,OUT018,262.0
FDN28,OUT045,1630.0
FDE34,OUT045,2794.0
FDR10,OUT045,2538.0
FDC32,OUT017,1578.0
DRG13,OUT046,2630.0
FDP59,OUT049,1838.0
NCT53,OUT010,682.0
FDL57,OUT027,5590.0
FDN32,OUT010,1034.0
FDK09,OUT018,3290.0
FDA52,OUT010,930.0
FDC57,OUT049,3214.0
FDI09,OUT035,3950.0
NCB07,OUT046,3118.0
FDP26,OUT035,1794.0
FDP40,OUT027,3334.0
FDL15,OUT013,2448.0
FDV07,OUT046,1822.0
FDS03,OUT017,1150.0
FDE50,OUT049,3110.0
FDQ15,OUT017,1398.0
FDQ33,OUT010,470.0
FDT22,OUT013,976.0
DRO35,OUT035,2018.0
FDJ41,OUT049,4246.0
FDQ27,OUT035,1874.0
FDC26,OUT017,1874.0
NCF43,OUT027,3738.0
NCR50,OUT035,2554.0
FDE39,OUT018,1626.0
FDN49,OUT027,2206.0
DRG11,OUT035,1858.0
NCA18,OUT049,1958.0
FDM36,OUT018,2474.0
FDW32,OUT017,1506.0
NCQ18,OUT010,-390.0
FDX14,OUT027,2734.0
FDD46,OUT017,2494.0
FDI34,OUT019,1834.0
NCJ17,OUT035,1474.0
FDB52,OUT035,4210.0
FDV55,OUT018,1998.0
FDC57,OUT046,3102.0
FDB29,OUT046,1910.0
NCO43,OUT035,1722.0
FDG44,OUT045,794.0
FDJ34,OUT045,1978.0
FDH40,OUT049,1486.0
NCD07,OUT027,3250.0
FDB41,OUT017,888.0
FDH47,OUT018,1274.0
DRK37,OUT035,3138.0
FDM25,OUT019,978.0
NCX06,OUT045,2786.0
NCS05,OUT017,2176.0
FDS39,OUT045,2198.0
FDC47,OUT027,5062.0
FDG20,OUT013,2880.0
DRL23,OUT017,1790.0
FDY33,OUT013,2576.0
NCH18,OUT045,3738.0
FDX47,OUT035,2662.0
NCB06,OUT045,2414.0
FDP36,OUT049,982.0
FDW44,OUT018,2478.0
NCU41,OUT018,2706.0
NCS17,OUT046,1542.0
FDD46,OUT035,2606.0
FDE45,OUT017,2904.0
FDI09,OUT017,3882.0
NCJ54,OUT010,1738.0
NCA29,OUT018,2406.0
NCN41,OUT027,3418.0
FDY34,OUT035,2802.0
NCG55,OUT035,1974.0
DRM49,OUT046,782.0
NCB42,OUT049,1942.0
FDE58,OUT045,1798.0
DRJ25,OUT013,844.0
FDS47,OUT010,-530.0
FDY21,OUT049,3230.0
NCI54,OUT013,1780.0
FDO24,OUT017,2578.0
FDY43,OUT035,2822.0
FDF35,OUT018,1406.0
NCP29,OUT019,-870.0
FDN28,OUT027,3174.0
FDJ50,OUT018,574.0
FDQ14,OUT027,3894.0
FDC37,OUT035,1890.0
FDN08,OUT046,1958.0
FDD04,OUT035,2406.0
FDW34,OUT018,3554.0
FDP04,OUT017,1162.0
NCG07,OUT017,3024.0
NCN14,OUT018,2582.0
FDJ16,OUT045,874.0
NCM42,OUT045,1642.0
NCF19,OUT046,822.0
FDY21,OUT018,2802.0
FDY19,OUT035,2014.0
FDV09,OUT045,2318.0
FDA28,OUT013,2088.0
FDC38,OUT018,1822.0
FDL28,OUT045,3598.0
NCH43,OUT049,3510.0
NCN53,OUT045,478.0
NCW05,OUT017,1772.0
NCO30,OUT018,2618.0
FDT04,OUT019,-1234.0
FDB27,OUT018,2814.0
NCK07,OUT013,2636.0
NCA53,OUT013,812.0
FDB33,OUT018,2258.0
FDU37,OUT017,1402.0
FDR13,OUT035,2034.0
FDE45,OUT049,2942.0
FDV37,OUT017,3222.0
FDX44,OUT019,-402.0
NCL06,OUT017,4168.0
FDJ28,OUT045,2950.0
FDX55,OUT049,3574.0
NCK17,OUT018,358.0
FDH52,OUT035,1210.0
FDN13,OUT027,3102.0
FDK44,OUT018,2422.0
FDU16,OUT046,1398.0
FDZ07,OUT017,1104.0
NCN06,OUT027,4058.0
FDH02,OUT010,-406.0
NCW18,OUT045,3610.0
FDH57,OUT013,2112.0
FDV35,OUT045,2382.0
NCU29,OUT013,2308.0
NCP02,OUT046,958.0
FDN44,OUT013,2592.0
FDX03,OUT018,486.0
FDR11,OUT010,614.0
FDA36,OUT046,2958.0
FDP58,OUT027,4918.0
FDH31,OUT045,1542.0
FDH34,OUT035,3118.0
FDS13,OUT035,4290.0
FDT01,OUT018,3086.0
FDY09,OUT049,2918.0
FDV33,OUT027,5598.0
NCW29,OUT010,106.0
NCN17,OUT045,1510.0
FDX01,OUT046,1918.0
